,Frame,x_center,y_center,w,h,label,type,FileName
18403,000092.jpg,398.0,340.0,789.0,456.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000092.jpg
18404,005247.jpg,484.0,429.0,630.0,422.0,5.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005247.jpg
18405,006537.jpg,576.0,303.0,768.0,598.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006537.jpg
18406,005372.jpg,370.0,375.0,678.0,335.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005372.jpg
18407,000446.jpg,520.0,412.0,289.0,396.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000446.jpg
18408,000446.jpg,470.0,357.0,471.0,494.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000446.jpg
18409,007961.jpg,731.0,335.0,232.0,94.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18410,007961.jpg,176.0,362.0,167.0,113.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18411,007961.jpg,665.0,511.0,589.0,258.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18412,007961.jpg,860.0,428.0,200.0,175.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18413,007961.jpg,255.0,404.0,177.0,161.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18414,007961.jpg,907.0,353.0,106.0,71.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18415,007961.jpg,384.0,438.0,165.0,404.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007961.jpg
18416,008482.jpg,549.0,335.0,453.0,150.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18417,008482.jpg,121.0,273.0,65.0,147.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18418,008482.jpg,762.0,282.0,46.0,113.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18419,008482.jpg,822.0,279.0,42.0,114.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18420,008482.jpg,860.0,277.0,58.0,128.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18421,008482.jpg,943.0,281.0,35.0,114.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18422,008482.jpg,928.0,276.0,29.0,125.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18423,008482.jpg,224.0,261.0,152.0,58.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18424,008482.jpg,223.0,250.0,42.0,84.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18425,008482.jpg,297.0,252.0,44.0,90.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18426,008482.jpg,320.0,252.0,29.0,80.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18427,008482.jpg,47.0,239.0,86.0,65.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18428,008482.jpg,669.0,245.0,98.0,36.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008482.jpg
18429,009925.jpg,603.0,312.0,680.0,609.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009925.jpg
18430,008836.jpg,565.0,388.0,563.0,503.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18431,008836.jpg,739.0,287.0,173.0,335.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18432,008836.jpg,123.0,418.0,242.0,444.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18433,008836.jpg,908.0,557.0,104.0,166.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18434,008836.jpg,880.0,377.0,159.0,372.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18435,008836.jpg,953.0,59.0,13.0,104.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18436,008836.jpg,904.0,56.0,42.0,109.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18437,008836.jpg,850.0,58.0,52.0,113.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18438,008836.jpg,777.0,55.0,36.0,108.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18439,008836.jpg,516.0,75.0,50.0,113.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18440,008836.jpg,397.0,85.0,27.0,109.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18441,008836.jpg,255.0,142.0,23.0,82.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18442,008836.jpg,228.0,148.0,23.0,77.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18443,008836.jpg,207.0,149.0,15.0,67.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18444,008836.jpg,54.0,271.0,104.0,189.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008836.jpg
18445,001511.jpg,489.0,309.0,900.0,457.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001511.jpg
18446,001511.jpg,943.0,234.0,35.0,200.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001511.jpg
18447,001511.jpg,824.0,178.0,27.0,67.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001511.jpg
18448,001511.jpg,755.0,171.0,35.0,69.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001511.jpg
18449,001511.jpg,684.0,160.0,21.0,23.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001511.jpg
18450,005886.jpg,275.0,531.0,227.0,191.0,15.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005886.jpg
18451,009802.jpg,228.0,506.0,275.0,268.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009802.jpg
18452,009802.jpg,326.0,314.0,361.0,242.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009802.jpg
18453,009802.jpg,508.0,335.0,624.0,585.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009802.jpg
18454,009802.jpg,444.0,321.0,883.0,638.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009802.jpg
18455,000038.jpg,420.0,362.0,230.0,116.0,12.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000038.jpg
18456,000038.jpg,42.0,469.0,81.0,137.0,9.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000038.jpg
18457,000038.jpg,435.0,300.0,132.0,220.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000038.jpg
18458,007674.jpg,489.0,293.0,900.0,316.0,19.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007674.jpg
18459,007674.jpg,947.0,323.0,27.0,162.0,19.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007674.jpg
18460,009504.jpg,429.0,376.0,438.0,481.0,9.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009504.jpg
18461,009504.jpg,532.0,316.0,516.0,500.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009504.jpg
18462,008279.jpg,561.0,421.0,326.0,312.0,6.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18463,008279.jpg,496.0,262.0,307.0,274.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18464,008279.jpg,660.0,363.0,485.0,211.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18465,008279.jpg,869.0,469.0,66.0,201.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18466,008279.jpg,235.0,300.0,178.0,58.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18467,008279.jpg,115.0,291.0,99.0,41.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18468,008279.jpg,283.0,280.0,115.0,41.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008279.jpg
18469,002008.jpg,209.0,441.0,134.0,189.0,12.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002008.jpg
18470,002008.jpg,205.0,353.0,127.0,222.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002008.jpg
18471,003956.jpg,483.0,369.0,955.0,543.0,8.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003956.jpg
18472,003956.jpg,902.0,442.0,115.0,329.0,8.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003956.jpg
18473,002109.jpg,512.0,271.0,367.0,235.0,16.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002109.jpg
18474,004828.jpg,32.0,284.0,60.0,170.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004828.jpg
18475,004828.jpg,259.0,365.0,284.0,327.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004828.jpg
18476,004828.jpg,573.0,299.0,205.0,305.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004828.jpg
18477,004828.jpg,928.0,298.0,63.0,61.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004828.jpg
18478,004828.jpg,856.0,311.0,131.0,126.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004828.jpg
18479,004828.jpg,562.0,372.0,589.0,292.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004828.jpg
18480,004561.jpg,485.0,451.0,244.0,377.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004561.jpg
18481,004561.jpg,457.0,556.0,787.0,169.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004561.jpg
18482,002541.jpg,488.0,327.0,845.0,422.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002541.jpg
18483,002541.jpg,482.0,322.0,956.0,636.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002541.jpg
18484,004584.jpg,484.0,355.0,945.0,406.0,10.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004584.jpg
18485,007437.jpg,377.0,340.0,378.0,277.0,19.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/007437.jpg
18486,001660.jpg,645.0,294.0,557.0,128.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001660.jpg
18487,003279.jpg,647.0,284.0,626.0,296.0,10.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003279.jpg
18488,004015.jpg,360.0,340.0,440.0,601.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004015.jpg
18489,007678.jpg,478.0,269.0,657.0,200.0,5.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/007678.jpg
18490,004592.jpg,547.0,284.0,814.0,548.0,14.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004592.jpg
18491,000273.jpg,517.0,284.0,132.0,60.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000273.jpg
18492,009543.jpg,859.0,346.0,202.0,393.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009543.jpg
18493,009543.jpg,932.0,253.0,56.0,176.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009543.jpg
18494,009543.jpg,618.0,309.0,173.0,246.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009543.jpg
18495,009543.jpg,429.0,302.0,163.0,177.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009543.jpg
18496,009543.jpg,551.0,519.0,219.0,242.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009543.jpg
18497,009543.jpg,264.0,496.0,367.0,121.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009543.jpg
18498,002071.jpg,198.0,306.0,119.0,164.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18499,002071.jpg,441.0,269.0,94.0,245.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18500,002071.jpg,575.0,297.0,71.0,193.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18501,002071.jpg,197.0,356.0,67.0,199.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18502,002071.jpg,444.0,387.0,328.0,301.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18503,002071.jpg,723.0,346.0,25.0,91.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18504,002071.jpg,712.0,374.0,123.0,85.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18505,002071.jpg,572.0,373.0,276.0,214.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002071.jpg
18506,002861.jpg,486.0,344.0,948.0,593.0,5.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002861.jpg
18507,000338.jpg,396.0,199.0,36.0,48.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000338.jpg
18508,000338.jpg,447.0,265.0,580.0,250.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000338.jpg
18509,004362.jpg,671.0,397.0,330.0,307.0,5.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004362.jpg
18510,004362.jpg,293.0,237.0,520.0,316.0,5.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004362.jpg
18511,007402.jpg,501.0,325.0,549.0,606.0,15.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007402.jpg
18512,004163.jpg,579.0,328.0,205.0,152.0,2.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004163.jpg
18513,005594.jpg,474.0,315.0,896.0,545.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005594.jpg
18514,008111.jpg,387.0,203.0,679.0,349.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008111.jpg
18515,008111.jpg,355.0,423.0,292.0,355.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008111.jpg
18516,008111.jpg,801.0,347.0,312.0,456.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008111.jpg
18517,008111.jpg,437.0,108.0,345.0,159.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008111.jpg
18518,002497.jpg,391.0,279.0,29.0,73.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002497.jpg
18519,002497.jpg,563.0,375.0,384.0,207.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002497.jpg
18520,002497.jpg,49.0,274.0,25.0,63.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002497.jpg
18521,002497.jpg,269.0,287.0,31.0,51.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002497.jpg
18522,002497.jpg,147.0,276.0,21.0,63.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002497.jpg
18523,000649.jpg,258.0,461.0,455.0,238.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000649.jpg
18524,000649.jpg,677.0,324.0,60.0,77.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000649.jpg
18525,007034.jpg,319.0,313.0,392.0,559.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007034.jpg
18526,007034.jpg,482.0,356.0,956.0,495.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007034.jpg
18527,006769.jpg,574.0,408.0,722.0,460.0,6.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006769.jpg
18528,006769.jpg,190.0,399.0,96.0,114.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006769.jpg
18529,004936.jpg,482.0,305.0,956.0,608.0,12.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004936.jpg
18530,006205.jpg,555.0,416.0,150.0,203.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006205.jpg
18531,006205.jpg,786.0,472.0,60.0,56.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006205.jpg
18532,006205.jpg,37.0,465.0,33.0,60.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006205.jpg
18533,006205.jpg,179.0,466.0,27.0,58.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006205.jpg
18534,003932.jpg,581.0,536.0,102.0,189.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003932.jpg
18535,003932.jpg,442.0,328.0,566.0,605.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003932.jpg
18536,003932.jpg,787.0,438.0,330.0,178.0,8.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003932.jpg
18537,002734.jpg,911.0,119.0,98.0,84.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002734.jpg
18538,002734.jpg,709.0,117.0,194.0,80.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002734.jpg
18539,002734.jpg,655.0,74.0,349.0,127.0,19.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002734.jpg
18540,008627.jpg,487.0,416.0,79.0,258.0,3.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008627.jpg
18541,003862.jpg,491.0,398.0,490.0,304.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003862.jpg
18542,003411.jpg,482.0,333.0,956.0,614.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003411.jpg
18543,007965.jpg,470.0,400.0,606.0,477.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007965.jpg
18544,007965.jpg,380.0,374.0,682.0,527.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007965.jpg
18545,007965.jpg,801.0,180.0,87.0,38.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007965.jpg
18546,008359.jpg,904.0,131.0,96.0,61.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008359.jpg
18547,008359.jpg,859.0,147.0,129.0,106.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008359.jpg
18548,008359.jpg,797.0,194.0,238.0,241.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008359.jpg
18549,008359.jpg,370.0,323.0,659.0,524.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008359.jpg
18550,002600.jpg,429.0,340.0,532.0,486.0,17.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002600.jpg
18551,009894.jpg,467.0,324.0,108.0,48.0,17.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009894.jpg
18552,005080.jpg,478.0,338.0,684.0,511.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005080.jpg
18553,005701.jpg,845.0,430.0,230.0,113.0,10.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18554,005701.jpg,755.0,375.0,113.0,49.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18555,005701.jpg,486.0,393.0,148.0,95.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18556,005701.jpg,297.0,404.0,154.0,100.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18557,005701.jpg,351.0,353.0,82.0,22.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18558,005701.jpg,165.0,388.0,136.0,83.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18559,005701.jpg,145.0,437.0,269.0,165.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005701.jpg
18560,006738.jpg,463.0,357.0,127.0,253.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006738.jpg
18561,006738.jpg,179.0,349.0,81.0,155.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006738.jpg
18562,006738.jpg,469.0,438.0,125.0,196.0,12.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006738.jpg
18563,006738.jpg,189.0,390.0,75.0,111.0,12.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006738.jpg
18564,009132.jpg,477.0,344.0,678.0,503.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009132.jpg
18565,005475.jpg,744.0,347.0,390.0,586.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005475.jpg
18566,005475.jpg,76.0,382.0,56.0,31.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005475.jpg
18567,005475.jpg,116.0,387.0,25.0,56.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005475.jpg
18568,005475.jpg,147.0,397.0,21.0,56.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005475.jpg
18569,005475.jpg,16.0,369.0,13.0,35.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005475.jpg
18570,005475.jpg,34.0,370.0,17.0,37.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005475.jpg
18571,005951.jpg,656.0,310.0,601.0,408.0,9.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005951.jpg
18572,005951.jpg,765.0,263.0,267.0,403.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005951.jpg
18573,005300.jpg,544.0,329.0,244.0,475.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005300.jpg
18574,004472.jpg,385.0,321.0,758.0,638.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004472.jpg
18575,001490.jpg,558.0,414.0,351.0,425.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001490.jpg
18576,001490.jpg,597.0,271.0,58.0,115.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001490.jpg
18577,001490.jpg,556.0,262.0,52.0,113.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001490.jpg
18578,009069.jpg,484.0,289.0,952.0,568.0,9.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009069.jpg
18579,009069.jpg,60.0,155.0,113.0,307.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009069.jpg
18580,009069.jpg,832.0,67.0,255.0,130.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009069.jpg
18581,008436.jpg,455.0,355.0,442.0,570.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008436.jpg
18582,008436.jpg,202.0,272.0,196.0,428.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008436.jpg
18583,006249.jpg,487.0,318.0,923.0,623.0,6.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006249.jpg
18584,004294.jpg,550.0,407.0,563.0,347.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004294.jpg
18585,004294.jpg,558.0,301.0,113.0,312.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004294.jpg
18586,003925.jpg,426.0,376.0,708.0,529.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003925.jpg
18587,003270.jpg,427.0,370.0,401.0,432.0,5.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003270.jpg
18588,003270.jpg,419.0,338.0,265.0,603.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003270.jpg
18589,008996.jpg,440.0,408.0,640.0,369.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008996.jpg
18590,008996.jpg,445.0,383.0,886.0,513.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008996.jpg
18591,008996.jpg,897.0,223.0,120.0,91.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008996.jpg
18592,004217.jpg,477.0,340.0,950.0,446.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004217.jpg
18593,002817.jpg,388.0,279.0,687.0,531.0,8.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002817.jpg
18594,006790.jpg,728.0,474.0,407.0,225.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006790.jpg
18595,000914.jpg,544.0,272.0,827.0,539.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000914.jpg
18596,003478.jpg,859.0,82.0,98.0,110.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003478.jpg
18597,007463.jpg,760.0,322.0,399.0,636.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007463.jpg
18598,007561.jpg,672.0,318.0,576.0,404.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007561.jpg
18599,007561.jpg,187.0,228.0,363.0,237.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007561.jpg
18600,005564.jpg,336.0,273.0,556.0,444.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005564.jpg
18601,001614.jpg,570.0,354.0,534.0,561.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001614.jpg
18602,001614.jpg,244.0,469.0,104.0,150.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001614.jpg
18603,001614.jpg,879.0,396.0,161.0,451.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001614.jpg
18604,001614.jpg,775.0,484.0,140.0,108.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001614.jpg
18605,000201.jpg,397.0,182.0,104.0,97.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000201.jpg
18606,000201.jpg,664.0,113.0,115.0,119.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000201.jpg
18607,000201.jpg,626.0,306.0,223.0,311.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000201.jpg
18608,000201.jpg,609.0,418.0,234.0,333.0,9.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000201.jpg
18609,000201.jpg,688.0,180.0,125.0,140.0,9.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000201.jpg
18610,000610.jpg,528.0,352.0,864.0,386.0,13.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000610.jpg
18611,005144.jpg,480.0,328.0,954.0,625.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005144.jpg
18612,003088.jpg,251.0,542.0,90.0,166.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003088.jpg
18613,003088.jpg,383.0,375.0,501.0,529.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003088.jpg
18614,003088.jpg,475.0,258.0,148.0,205.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003088.jpg
18615,009751.jpg,459.0,311.0,630.0,508.0,17.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009751.jpg
18616,003331.jpg,455.0,352.0,292.0,165.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003331.jpg
18617,003331.jpg,900.0,301.0,119.0,86.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003331.jpg
18618,003331.jpg,279.0,313.0,171.0,69.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003331.jpg
18619,003331.jpg,606.0,298.0,136.0,62.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003331.jpg
